transaction_id,customer_id,date,account_type,merchant,category,amount
TXN00765,CUST0124,2026-05-19,checking,AT&T,utilities,-166.69
TXN00759,CUST0124,2026-05-22,savings,Starbucks,dining,-120.78
TXN00762,CUST0124,2026-05-22,checking,Starbucks,dining,-231.75
TXN00761,CUST0124,2026-05-31,checking,Starbucks,dining,-82.63
TXN00764,CUST0124,2026-06-13,savings,AT&T,utilities,-14.81
TXN00763,CUST0124,2026-06-20,checking,Target,shopping,-104.43
TXN00766,CUST0125,2026-05-16,checking,AT&T,utilities,-100.34
TXN00772,CUST0125,2026-05-16,checking,CVS Pharmacy,health,-209.26
TXN00767,CUST0125,2026-05-21,checking,Direct Deposit - Payroll,income,2821.96
TXN00771,CUST0125,2026-05-23,checking,Direct Deposit - Payroll,income,2297.09
TXN00774,CUST0125,2026-06-05,checking,Home Depot,home,-174.24
TXN00769,CUST0125,2026-06-08,checking,Delta Airlines,travel,-143.35
TXN00770,CUST0125,2026-06-15,savings,Uber,transport,-69.32
TXN00773,CUST0125,2026-06-19,savings,Shell Gas,gas,-44.82
TXN00768,CUST0125,2026-06-28,checking,Shell Gas,gas,-193.76
TXN00780,CUST0126,2026-05-19,checking,Shell Gas,gas,-213.58
TXN00781,CUST0126,2026-05-25,checking,Netflix,entertainment,-103.31
TXN00777,CUST0126,2026-05-27,checking,Duke Energy,utilities,-218.42
TXN00779,CUST0126,2026-06-04,checking,Amazon,shopping,-171.75
TXN00776,CUST0126,2026-06-08,checking,Chipotle,dining,-202.21
TXN00775,CUST0126,2026-06-09,savings,Duke Energy,utilities,-186.64
TXN00778,CUST0126,2026-06-12,checking,Home Depot,home,-168.67
TXN00783,CUST0126,2026-06-15,checking,Amazon,shopping,-213.02
TXN00782,CUST0126,2026-06-22,checking,Home Depot,home,-211.82
TXN00785,CUST0127,2026-05-16,savings,Chipotle,dining,-36.29
TXN00784,CUST0127,2026-05-20,checking,Direct Deposit - Payroll,income,1266.94
TXN00787,CUST0127,2026-05-29,checking,Home Depot,home,-152.42
TXN00786,CUST0127,2026-06-13,checking,Direct Deposit - Payroll,income,2424.7
TXN00793,CUST0128,2026-05-23,savings,Kroger,groceries,-149.2
TXN00792,CUST0128,2026-05-29,checking,CVS Pharmacy,health,-113.93
TXN00791,CUST0128,2026-06-01,savings,Duke Energy,utilities,-57.72
TXN00794,CUST0128,2026-06-01,checking,AT&T,utilities,-136.31
TXN00790,CUST0128,2026-06-23,checking,Walmart,shopping,-131.25
TXN00788,CUST0128,2026-06-24,checking,Uber,transport,-59.07
TXN00789,CUST0128,2026-06-25,checking,Walmart,shopping,-243.81
TXN00797,CUST0129,2026-05-25,checking,AT&T,utilities,-73.3
TXN00796,CUST0129,2026-05-26,checking,Walmart,shopping,-60.65
TXN00795,CUST0129,2026-06-09,checking,Target,shopping,-158.84
TXN00798,CUST0129,2026-06-19,checking,Delta Airlines,travel,-58.85
TXN00801,CUST0130,2026-06-04,checking,Chipotle,dining,-238.81
TXN00800,CUST0130,2026-06-23,checking,CVS Pharmacy,health,-26.02
TXN00799,CUST0130,2026-06-26,checking,AT&T,utilities,-108.28
TXN00807,CUST0131,2026-05-28,checking,Starbucks,dining,-22.81
TXN00804,CUST0131,2026-06-01,checking,CVS Pharmacy,health,-36.9
TXN00802,CUST0131,2026-06-07,savings,CVS Pharmacy,health,-248.94
TXN00805,CUST0131,2026-06-18,savings,CVS Pharmacy,health,-155.95
TXN00806,CUST0131,2026-06-20,checking,Walmart,shopping,-31.52
TXN00803,CUST0131,2026-06-26,checking,Delta Airlines,travel,-246.62
TXN00809,CUST0132,2026-05-17,checking,AT&T,utilities,-141.83
TXN00808,CUST0132,2026-06-18,checking,Target,shopping,-198.4
TXN00810,CUST0132,2026-06-29,savings,Duke Energy,utilities,-187.92
TXN00811,CUST0133,2026-05-20,checking,Shell Gas,gas,-106.81
TXN00812,CUST0133,2026-05-26,checking,Home Depot,home,-136.28
TXN00813,CUST0133,2026-06-10,checking,Walmart,shopping,-143.08
TXN00815,CUST0134,2026-05-16,checking,Walmart,shopping,-11.23
TXN00814,CUST0134,2026-05-17,checking,Starbucks,dining,-185.88
TXN00821,CUST0134,2026-05-28,checking,Direct Deposit - Payroll,income,1756.62
TXN00819,CUST0134,2026-05-29,checking,Duke Energy,utilities,-142.6
TXN00816,CUST0134,2026-06-21,checking,Target,shopping,-88.36
TXN00818,CUST0134,2026-06-22,checking,Direct Deposit - Payroll,income,1837.05
TXN00817,CUST0134,2026-06-25,checking,Walmart,shopping,-119.93
TXN00820,CUST0134,2026-06-29,checking,Chipotle,dining,-65.98
TXN00827,CUST0135,2026-05-21,checking,Uber,transport,-117.59
TXN00830,CUST0135,2026-05-21,checking,Netflix,entertainment,-144.73
TXN00823,CUST0135,2026-05-24,checking,Amazon,shopping,-31.34
TXN00825,CUST0135,2026-05-25,checking,Target,shopping,-54.17
TXN00822,CUST0135,2026-06-03,checking,AT&T,utilities,-98.5
TXN00828,CUST0135,2026-06-08,checking,Direct Deposit - Payroll,income,1686.83
TXN00826,CUST0135,2026-06-09,savings,Delta Airlines,travel,-215.2
TXN00829,CUST0135,2026-06-22,savings,Chipotle,dining,-28.12
TXN00824,CUST0135,2026-06-25,checking,Delta Airlines,travel,-6.24
TXN00832,CUST0136,2026-05-18,checking,Duke Energy,utilities,-102.45
TXN00833,CUST0136,2026-05-20,checking,Duke Energy,utilities,-62.99
TXN00838,CUST0136,2026-06-15,checking,CVS Pharmacy,health,-163.35
TXN00836,CUST0136,2026-06-16,checking,Home Depot,home,-246.76
TXN00837,CUST0136,2026-06-16,checking,Kroger,groceries,-197.86
TXN00840,CUST0136,2026-06-16,checking,Kroger,groceries,-102.89
TXN00834,CUST0136,2026-06-21,checking,Target,shopping,-120.04
TXN00835,CUST0136,2026-06-26,savings,Shell Gas,gas,-151.37
TXN00831,CUST0136,2026-06-27,checking,AT&T,utilities,-182.22
TXN00839,CUST0136,2026-06-30,savings,Shell Gas,gas,-53.23
TXN00843,CUST0137,2026-05-16,savings,AT&T,utilities,-190.84
TXN00842,CUST0137,2026-05-31,checking,Starbucks,dining,-119.11
TXN00841,CUST0137,2026-06-04,checking,Direct Deposit - Payroll,income,2356.12
TXN00844,CUST0138,2026-05-22,checking,Amazon,shopping,-134.16
TXN00847,CUST0138,2026-05-26,checking,Delta Airlines,travel,-25.06
TXN00845,CUST0138,2026-06-06,checking,Delta Airlines,travel,-129.41
TXN00846,CUST0138,2026-06-29,savings,Direct Deposit - Payroll,income,1344.28
TXN00850,CUST0139,2026-06-01,checking,Kroger,groceries,-128.72
TXN00848,CUST0139,2026-06-12,checking,Home Depot,home,-138.19
TXN00849,CUST0139,2026-06-17,checking,Target,shopping,-5.88
TXN00851,CUST0139,2026-06-17,checking,Netflix,entertainment,-163.91
TXN00859,CUST0140,2026-05-22,checking,Delta Airlines,travel,-246.0
TXN00852,CUST0140,2026-05-28,checking,Shell Gas,gas,-25.24
TXN00856,CUST0140,2026-06-09,checking,Amazon,shopping,-145.75
TXN00855,CUST0140,2026-06-12,checking,Walmart,shopping,-80.07
TXN00853,CUST0140,2026-06-15,checking,Walmart,shopping,-25.61
TXN00858,CUST0140,2026-06-17,checking,Shell Gas,gas,-192.77
TXN00854,CUST0140,2026-06-25,savings,Duke Energy,utilities,-245.98
TXN00860,CUST0140,2026-06-25,checking,Uber,transport,-229.44
TXN00857,CUST0140,2026-06-28,checking,AT&T,utilities,-23.4
TXN00861,CUST0141,2026-05-19,checking,Duke Energy,utilities,-183.39
TXN00863,CUST0141,2026-06-14,checking,Amazon,shopping,-76.17
TXN00862,CUST0141,2026-06-27,checking,CVS Pharmacy,health,-228.15
TXN00866,CUST0142,2026-05-22,checking,CVS Pharmacy,health,-120.44
TXN00868,CUST0142,2026-05-27,checking,Starbucks,dining,-7.24
TXN00867,CUST0142,2026-06-10,checking,Duke Energy,utilities,-188.61
TXN00865,CUST0142,2026-06-20,checking,Walmart,shopping,-43.89
TXN00864,CUST0142,2026-06-29,checking,Starbucks,dining,-212.19
TXN00869,CUST0143,2026-06-09,checking,Walmart,shopping,-222.03
TXN00870,CUST0143,2026-06-09,checking,Kroger,groceries,-194.64
TXN00871,CUST0143,2026-06-28,checking,AT&T,utilities,-43.68
TXN00878,CUST0144,2026-05-17,checking,Uber,transport,-172.97
TXN00875,CUST0144,2026-05-21,savings,Direct Deposit - Payroll,income,2579.59
TXN00872,CUST0144,2026-05-27,checking,Chipotle,dining,-94.31
TXN00873,CUST0144,2026-05-28,savings,Shell Gas,gas,-43.63
TXN00874,CUST0144,2026-06-04,checking,Kroger,groceries,-136.45
TXN00879,CUST0144,2026-06-09,checking,Home Depot,home,-100.17
TXN00877,CUST0144,2026-06-19,checking,Home Depot,home,-180.09
TXN00876,CUST0144,2026-06-30,checking,Shell Gas,gas,-57.64
TXN00882,CUST0145,2026-05-17,checking,Amazon,shopping,-151.07
TXN00880,CUST0145,2026-05-20,checking,Kroger,groceries,-217.1
TXN00881,CUST0145,2026-05-24,checking,Starbucks,dining,-165.37
TXN00885,CUST0145,2026-05-29,checking,Delta Airlines,travel,-125.45
TXN00886,CUST0145,2026-06-02,savings,Home Depot,home,-230.49
TXN00884,CUST0145,2026-06-21,checking,Delta Airlines,travel,-92.93
TXN00883,CUST0145,2026-06-26,checking,Chipotle,dining,-19.73
TXN00887,CUST0146,2026-06-04,checking,Direct Deposit - Payroll,income,1806.33
TXN00891,CUST0146,2026-06-09,checking,Duke Energy,utilities,-90.29
TXN00889,CUST0146,2026-06-17,savings,Duke Energy,utilities,-88.22
TXN00888,CUST0146,2026-06-24,checking,Home Depot,home,-113.45
TXN00890,CUST0146,2026-06-24,checking,Kroger,groceries,-196.99
TXN00894,CUST0147,2026-05-31,checking,CVS Pharmacy,health,-15.23
TXN00893,CUST0147,2026-06-11,checking,Amazon,shopping,-166.77
TXN00895,CUST0147,2026-06-14,checking,Shell Gas,gas,-18.08
TXN00898,CUST0147,2026-06-19,savings,Direct Deposit - Payroll,income,1927.27
TXN00897,CUST0147,2026-06-22,checking,Shell Gas,gas,-70.01
TXN00892,CUST0147,2026-06-25,checking,Uber,transport,-50.73
TXN00896,CUST0147,2026-06-27,checking,CVS Pharmacy,health,-147.58
TXN00901,CUST0148,2026-06-06,checking,Direct Deposit - Payroll,income,1770.56
TXN00899,CUST0148,2026-06-07,checking,Walmart,shopping,-65.9
TXN00903,CUST0148,2026-06-07,checking,Direct Deposit - Payroll,income,1968.36
TXN00900,CUST0148,2026-06-15,checking,Amazon,shopping,-31.42
TXN00902,CUST0148,2026-06-18,checking,Direct Deposit - Payroll,income,1647.96
TXN00906,CUST0149,2026-05-30,checking,Netflix,entertainment,-120.26
TXN00907,CUST0149,2026-05-30,checking,Shell Gas,gas,-140.6
TXN00905,CUST0149,2026-06-07,checking,Kroger,groceries,-96.84
TXN00908,CUST0149,2026-06-19,checking,Shell Gas,gas,-123.3
TXN00909,CUST0149,2026-06-23,checking,Direct Deposit - Payroll,income,2080.53
TXN00904,CUST0149,2026-06-30,savings,CVS Pharmacy,health,-68.68
TXN00912,CUST0150,2026-05-22,checking,Netflix,entertainment,-57.1
TXN00911,CUST0150,2026-05-29,checking,Direct Deposit - Payroll,income,1314.58
TXN00913,CUST0150,2026-06-06,savings,Duke Energy,utilities,-232.39
TXN00915,CUST0150,2026-06-10,checking,Netflix,entertainment,-129.58
TXN00910,CUST0150,2026-06-15,checking,Shell Gas,gas,-113.2
TXN00914,CUST0150,2026-06-27,checking,Shell Gas,gas,-110.24
TXN00918,CUST0151,2026-05-19,checking,CVS Pharmacy,health,-54.51
TXN00921,CUST0151,2026-05-20,checking,CVS Pharmacy,health,-226.06
TXN00920,CUST0151,2026-05-21,checking,Target,shopping,-129.35
TXN00919,CUST0151,2026-05-31,checking,AT&T,utilities,-33.45
TXN00916,CUST0151,2026-06-01,checking,Shell Gas,gas,-69.26
TXN00917,CUST0151,2026-06-02,checking,AT&T,utilities,-22.31
TXN00930,CUST0152,2026-05-18,savings,Netflix,entertainment,-102.89
TXN00925,CUST0152,2026-05-19,checking,Home Depot,home,-214.95
TXN00923,CUST0152,2026-05-20,checking,AT&T,utilities,-152.81
TXN00929,CUST0152,2026-05-24,checking,Duke Energy,utilities,-188.24
TXN00927,CUST0152,2026-06-02,checking,Uber,transport,-182.05
TXN00924,CUST0152,2026-06-10,checking,Walmart,shopping,-201.69
TXN00922,CUST0152,2026-06-16,checking,CVS Pharmacy,health,-136.13
TXN00931,CUST0152,2026-06-16,checking,Amazon,shopping,-237.31
TXN00928,CUST0152,2026-06-22,savings,Netflix,entertainment,-74.15
TXN00926,CUST0152,2026-06-29,checking,Direct Deposit - Payroll,income,2599.53
TXN00932,CUST0153,2026-05-30,checking,Target,shopping,-213.9
TXN00934,CUST0153,2026-06-01,checking,Netflix,entertainment,-53.67
TXN00935,CUST0153,2026-06-10,checking,Starbucks,dining,-240.46
TXN00933,CUST0153,2026-06-17,savings,CVS Pharmacy,health,-156.82
TXN00936,CUST0154,2026-05-16,checking,Chipotle,dining,-105.61
TXN00938,CUST0154,2026-06-14,checking,Duke Energy,utilities,-42.08
TXN00937,CUST0154,2026-06-15,checking,Kroger,groceries,-193.43
TXN00944,CUST0155,2026-05-19,checking,AT&T,utilities,-222.54
TXN00943,CUST0155,2026-06-02,checking,Netflix,entertainment,-23.74
TXN00940,CUST0155,2026-06-04,checking,Starbucks,dining,-33.65
TXN00948,CUST0155,2026-06-06,checking,Duke Energy,utilities,-22.04
TXN00945,CUST0155,2026-06-13,savings,Netflix,entertainment,-239.41
TXN00947,CUST0155,2026-06-19,savings,Kroger,groceries,-21.35
TXN00942,CUST0155,2026-06-20,checking,Uber,transport,-189.31
TXN00939,CUST0155,2026-06-22,checking,Target,shopping,-179.09
TXN00941,CUST0155,2026-06-22,savings,Amazon,shopping,-249.63
TXN00946,CUST0155,2026-06-24,checking,Home Depot,home,-16.69
TXN00949,CUST0156,2026-05-24,checking,AT&T,utilities,-177.6
TXN00950,CUST0156,2026-05-28,checking,Shell Gas,gas,-126.9
TXN00951,CUST0156,2026-05-28,checking,Uber,transport,-94.91
TXN00954,CUST0156,2026-05-28,checking,CVS Pharmacy,health,-94.1
TXN00952,CUST0156,2026-06-14,checking,Delta Airlines,travel,-22.7
TXN00953,CUST0156,2026-06-14,checking,Uber,transport,-215.42
TXN00955,CUST0156,2026-06-27,checking,Starbucks,dining,-22.06
TXN00957,CUST0157,2026-05-16,checking,Target,shopping,-170.77
TXN00961,CUST0157,2026-05-16,checking,Direct Deposit - Payroll,income,1941.61
TXN00965,CUST0157,2026-05-24,checking,Uber,transport,-23.14
TXN00964,CUST0157,2026-06-05,checking,Shell Gas,gas,-37.46
TXN00962,CUST0157,2026-06-07,checking,Walmart,shopping,-125.61
TXN00958,CUST0157,2026-06-10,savings,CVS Pharmacy,health,-118.51
TXN00963,CUST0157,2026-06-13,savings,Amazon,shopping,-161.39
TXN00960,CUST0157,2026-06-22,checking,Netflix,entertainment,-102.66
TXN00959,CUST0157,2026-06-25,savings,AT&T,utilities,-244.64
TXN00956,CUST0157,2026-06-30,checking,Netflix,entertainment,-200.7
TXN00966,CUST0158,2026-05-16,checking,Walmart,shopping,-91.5
TXN00973,CUST0158,2026-05-19,checking,Duke Energy,utilities,-115.91
TXN00967,CUST0158,2026-05-31,checking,AT&T,utilities,-47.15
TXN00971,CUST0158,2026-06-07,checking,Home Depot,home,-193.16
TXN00969,CUST0158,2026-06-12,checking,Chipotle,dining,-240.77
TXN00975,CUST0158,2026-06-13,checking,Uber,transport,-182.5
TXN00970,CUST0158,2026-06-15,checking,Duke Energy,utilities,-54.19
TXN00968,CUST0158,2026-06-20,checking,Home Depot,home,-170.29
TXN00972,CUST0158,2026-06-20,savings,AT&T,utilities,-163.59
TXN00974,CUST0158,2026-06-30,checking,Direct Deposit - Payroll,income,1291.26
TXN00978,CUST0159,2026-06-15,savings,Starbucks,dining,-197.18
TXN00977,CUST0159,2026-06-19,checking,Home Depot,home,-46.7
TXN00976,CUST0159,2026-06-25,checking,Shell Gas,gas,-209.92
TXN00980,CUST0160,2026-06-08,checking,Amazon,shopping,-22.04
TXN00981,CUST0160,2026-06-14,checking,Walmart,shopping,-187.89
TXN00979,CUST0160,2026-06-18,checking,Kroger,groceries,-233.91
TXN00989,CUST0161,2026-05-16,checking,Shell Gas,gas,-51.06
TXN00986,CUST0161,2026-05-17,checking,AT&T,utilities,-41.86
TXN00985,CUST0161,2026-05-26,checking,Delta Airlines,travel,-50.34
TXN00984,CUST0161,2026-06-09,checking,Amazon,shopping,-183.28
TXN00982,CUST0161,2026-06-14,savings,Kroger,groceries,-68.94
TXN00983,CUST0161,2026-06-14,checking,Shell Gas,gas,-16.87
TXN00987,CUST0161,2026-06-16,checking,Chipotle,dining,-180.38
TXN00988,CUST0161,2026-06-24,checking,Starbucks,dining,-201.29
TXN00999,CUST0162,2026-05-16,checking,Netflix,entertainment,-87.37
TXN00990,CUST0162,2026-05-22,checking,AT&T,utilities,-204.4
TXN00995,CUST0162,2026-05-29,checking,Kroger,groceries,-9.78
TXN00996,CUST0162,2026-06-01,checking,Starbucks,dining,-180.6
TXN00991,CUST0162,2026-06-03,checking,Shell Gas,gas,-120.09
TXN00997,CUST0162,2026-06-11,checking,Uber,transport,-49.25
TXN00993,CUST0162,2026-06-14,checking,Shell Gas,gas,-116.5
TXN00992,CUST0162,2026-06-17,checking,Amazon,shopping,-233.66
TXN00994,CUST0162,2026-06-27,checking,Delta Airlines,travel,-135.16
TXN00998,CUST0162,2026-06-27,savings,CVS Pharmacy,health,-36.28
TXN01002,CUST0163,2026-05-21,checking,Walmart,shopping,-41.21
TXN01006,CUST0163,2026-06-03,checking,Shell Gas,gas,-157.44
TXN01004,CUST0163,2026-06-07,checking,Shell Gas,gas,-180.72
TXN01003,CUST0163,2026-06-10,checking,Direct Deposit - Payroll,income,1260.45
TXN01005,CUST0163,2026-06-26,checking,CVS Pharmacy,health,-134.2
TXN01000,CUST0163,2026-06-27,checking,Chipotle,dining,-181.41
TXN01001,CUST0163,2026-06-27,checking,AT&T,utilities,-25.93
TXN01008,CUST0164,2026-05-16,checking,Target,shopping,-121.32
TXN01014,CUST0164,2026-05-19,checking,Starbucks,dining,-213.7
TXN01011,CUST0164,2026-05-21,checking,Kroger,groceries,-116.11
TXN01010,CUST0164,2026-05-22,savings,AT&T,utilities,-233.74
TXN01012,CUST0164,2026-05-26,checking,Direct Deposit - Payroll,income,1274.75
TXN01009,CUST0164,2026-06-02,checking,Chipotle,dining,-95.43
TXN01007,CUST0164,2026-06-16,checking,Shell Gas,gas,-168.46
TXN01015,CUST0164,2026-06-21,checking,AT&T,utilities,-131.87
TXN01016,CUST0164,2026-06-27,checking,Chipotle,dining,-180.1
TXN01013,CUST0164,2026-06-28,checking,Amazon,shopping,-172.28
TXN01018,CUST0165,2026-05-27,checking,Shell Gas,gas,-81.74
TXN01017,CUST0165,2026-05-28,savings,Starbucks,dining,-168.9
TXN01019,CUST0165,2026-06-19,checking,Uber,transport,-45.6
TXN01027,CUST0166,2026-05-17,checking,Kroger,groceries,-119.43
TXN01021,CUST0166,2026-05-26,savings,Shell Gas,gas,-116.69
TXN01022,CUST0166,2026-06-06,checking,Shell Gas,gas,-235.97
TXN01020,CUST0166,2026-06-07,checking,AT&T,utilities,-178.14
TXN01028,CUST0166,2026-06-10,savings,Amazon,shopping,-155.38
TXN01023,CUST0166,2026-06-12,checking,Target,shopping,-49.5
TXN01026,CUST0166,2026-06-15,checking,Duke Energy,utilities,-87.36
TXN01024,CUST0166,2026-06-22,checking,AT&T,utilities,-180.15
TXN01025,CUST0166,2026-06-24,checking,Home Depot,home,-239.73
TXN01032,CUST0167,2026-06-10,checking,Uber,transport,-13.23
TXN01033,CUST0167,2026-06-13,checking,Netflix,entertainment,-205.45
TXN01031,CUST0167,2026-06-14,checking,Uber,transport,-197.71
TXN01030,CUST0167,2026-06-16,checking,CVS Pharmacy,health,-206.13
TXN01029,CUST0167,2026-06-18,checking,Home Depot,home,-88.03
TXN01035,CUST0168,2026-05-18,checking,Starbucks,dining,-59.88
TXN01041,CUST0168,2026-05-19,checking,Amazon,shopping,-179.46
TXN01037,CUST0168,2026-05-20,savings,AT&T,utilities,-204.97
TXN01036,CUST0168,2026-05-25,checking,Chipotle,dining,-193.35
TXN01039,CUST0168,2026-05-29,checking,AT&T,utilities,-79.47
TXN01034,CUST0168,2026-06-06,checking,Starbucks,dining,-90.81
TXN01040,CUST0168,2026-06-11,checking,CVS Pharmacy,health,-111.5
TXN01038,CUST0168,2026-06-20,checking,AT&T,utilities,-222.82
TXN01043,CUST0169,2026-05-18,checking,Direct Deposit - Payroll,income,2914.35
TXN01044,CUST0169,2026-05-26,checking,Delta Airlines,travel,-15.81
TXN01042,CUST0169,2026-06-10,savings,Walmart,shopping,-46.47
TXN01049,CUST0170,2026-05-21,checking,Home Depot,home,-215.54
TXN01051,CUST0170,2026-05-25,checking,Starbucks,dining,-222.21
TXN01054,CUST0170,2026-05-28,checking,Uber,transport,-207.99
TXN01048,CUST0170,2026-05-30,checking,Netflix,entertainment,-155.3
TXN01050,CUST0170,2026-06-06,checking,Chipotle,dining,-121.26
TXN01052,CUST0170,2026-06-11,checking,Target,shopping,-88.86
TXN01045,CUST0170,2026-06-17,checking,Walmart,shopping,-117.6
TXN01046,CUST0170,2026-06-24,checking,Home Depot,home,-65.34
TXN01053,CUST0170,2026-06-24,savings,Home Depot,home,-145.02
TXN01047,CUST0170,2026-06-29,checking,Shell Gas,gas,-10.39
TXN01055,CUST0171,2026-05-19,checking,Target,shopping,-6.9
TXN01058,CUST0171,2026-05-24,savings,CVS Pharmacy,health,-12.58
TXN01056,CUST0171,2026-06-07,checking,Netflix,entertainment,-93.14
TXN01057,CUST0171,2026-06-23,savings,Direct Deposit - Payroll,income,2591.81
TXN01064,CUST0172,2026-05-29,checking,Netflix,entertainment,-247.94
TXN01065,CUST0172,2026-05-29,savings,Home Depot,home,-124.85
TXN01062,CUST0172,2026-06-03,checking,Netflix,entertainment,-235.77
TXN01063,CUST0172,2026-06-04,checking,Amazon,shopping,-178.62
TXN01066,CUST0172,2026-06-06,checking,Kroger,groceries,-39.24
TXN01060,CUST0172,2026-06-08,checking,Amazon,shopping,-205.82
TXN01067,CUST0172,2026-06-19,checking,Duke Energy,utilities,-199.62
TXN01059,CUST0172,2026-06-25,checking,Kroger,groceries,-109.61
TXN01061,CUST0172,2026-06-27,checking,Shell Gas,gas,-187.22
TXN01070,CUST0173,2026-05-16,checking,Netflix,entertainment,-225.73
TXN01068,CUST0173,2026-06-23,checking,Direct Deposit - Payroll,income,2957.91
TXN01069,CUST0173,2026-06-27,checking,Duke Energy,utilities,-17.14
TXN01074,CUST0174,2026-05-21,checking,Starbucks,dining,-57.24
TXN01073,CUST0174,2026-05-23,checking,Chipotle,dining,-173.14
TXN01075,CUST0174,2026-06-09,checking,Target,shopping,-194.36
TXN01076,CUST0174,2026-06-15,checking,Direct Deposit - Payroll,income,2696.71
TXN01071,CUST0174,2026-06-17,checking,Delta Airlines,travel,-41.99
TXN01072,CUST0174,2026-06-29,checking,Amazon,shopping,-111.81
TXN01079,CUST0175,2026-05-16,checking,Home Depot,home,-188.31
TXN01077,CUST0175,2026-05-23,checking,Netflix,entertainment,-47.16
TXN01078,CUST0175,2026-05-24,savings,Amazon,shopping,-53.69
TXN01082,CUST0175,2026-05-26,savings,Target,shopping,-217.66
TXN01080,CUST0175,2026-06-03,checking,Uber,transport,-71.04
TXN01083,CUST0175,2026-06-20,checking,CVS Pharmacy,health,-82.7
TXN01081,CUST0175,2026-06-30,checking,Direct Deposit - Payroll,income,2176.8
TXN01086,CUST0176,2026-05-21,checking,Uber,transport,-80.27
TXN01087,CUST0176,2026-05-24,checking,Netflix,entertainment,-39.07
TXN01089,CUST0176,2026-05-24,checking,Target,shopping,-193.1
TXN01088,CUST0176,2026-06-04,checking,Walmart,shopping,-76.85
TXN01085,CUST0176,2026-06-08,checking,Netflix,entertainment,-217.84
TXN01084,CUST0176,2026-06-15,checking,Delta Airlines,travel,-192.58
TXN01097,CUST0177,2026-05-18,checking,Walmart,shopping,-179.22
TXN01094,CUST0177,2026-05-20,checking,Walmart,shopping,-210.71
TXN01095,CUST0177,2026-05-26,checking,Amazon,shopping,-209.31
TXN01096,CUST0177,2026-05-31,checking,Kroger,groceries,-196.97
TXN01093,CUST0177,2026-06-09,checking,Chipotle,dining,-184.58
TXN01090,CUST0177,2026-06-18,savings,Target,shopping,-119.97
TXN01091,CUST0177,2026-06-20,checking,Target,shopping,-39.58
TXN01098,CUST0177,2026-06-20,savings,Chipotle,dining,-156.46
TXN01092,CUST0177,2026-06-26,checking,Netflix,entertainment,-176.53
TXN01099,CUST0177,2026-06-30,checking,Delta Airlines,travel,-187.66
TXN01104,CUST0178,2026-05-30,checking,Uber,transport,-121.99
TXN01100,CUST0178,2026-06-10,checking,CVS Pharmacy,health,-213.49
TXN01102,CUST0178,2026-06-12,checking,Delta Airlines,travel,-164.12
TXN01101,CUST0178,2026-06-20,checking,Uber,transport,-58.04
TXN01103,CUST0178,2026-06-29,checking,Shell Gas,gas,-226.49
TXN01109,CUST0179,2026-05-21,checking,AT&T,utilities,-93.26
TXN01107,CUST0179,2026-05-23,checking,Shell Gas,gas,-99.23
TXN01105,CUST0179,2026-05-26,checking,Walmart,shopping,-8.88
TXN01106,CUST0179,2026-05-31,checking,Delta Airlines,travel,-83.97
TXN01111,CUST0179,2026-06-06,checking,Duke Energy,utilities,-235.07
TXN01108,CUST0179,2026-06-07,checking,Uber,transport,-68.11
TXN01110,CUST0179,2026-06-12,checking,Delta Airlines,travel,-223.25
TXN01113,CUST0180,2026-06-03,checking,Amazon,shopping,-57.94
TXN01112,CUST0180,2026-06-22,checking,Shell Gas,gas,-18.63
TXN01114,CUST0180,2026-06-24,checking,Starbucks,dining,-242.92
TXN01117,CUST0181,2026-05-21,checking,Duke Energy,utilities,-107.87
TXN01116,CUST0181,2026-05-30,checking,Chipotle,dining,-13.81
TXN01115,CUST0181,2026-06-21,checking,Delta Airlines,travel,-243.49
TXN01118,CUST0181,2026-06-22,checking,Duke Energy,utilities,-48.15
TXN01119,CUST0181,2026-06-23,checking,Starbucks,dining,-17.76
TXN01121,CUST0182,2026-06-18,checking,Shell Gas,gas,-30.35
TXN01122,CUST0182,2026-06-18,checking,Uber,transport,-235.53
TXN01120,CUST0182,2026-06-20,checking,Kroger,groceries,-174.83
TXN01126,CUST0183,2026-05-20,checking,Direct Deposit - Payroll,income,1902.03
TXN01129,CUST0183,2026-05-23,checking,Kroger,groceries,-220.82
TXN01128,CUST0183,2026-05-25,checking,AT&T,utilities,-198.57
TXN01123,CUST0183,2026-06-05,savings,Shell Gas,gas,-110.88
TXN01125,CUST0183,2026-06-19,checking,CVS Pharmacy,health,-47.07
TXN01130,CUST0183,2026-06-21,checking,CVS Pharmacy,health,-101.4
TXN01127,CUST0183,2026-06-28,checking,Kroger,groceries,-157.06
TXN01124,CUST0183,2026-06-29,checking,Chipotle,dining,-61.23
TXN01133,CUST0184,2026-05-17,checking,Kroger,groceries,-231.01
TXN01132,CUST0184,2026-05-20,checking,Amazon,shopping,-42.53
TXN01131,CUST0184,2026-05-30,checking,Direct Deposit - Payroll,income,2233.08
TXN01134,CUST0185,2026-05-19,checking,Duke Energy,utilities,-105.87
TXN01136,CUST0185,2026-05-22,savings,Walmart,shopping,-239.05
TXN01135,CUST0185,2026-06-04,checking,Netflix,entertainment,-183.18
TXN01140,CUST0186,2026-05-25,checking,Starbucks,dining,-86.86
TXN01139,CUST0186,2026-05-26,checking,Uber,transport,-82.3
